county_id,cbg,date,count
16081,450790116081,2020-01-06,890
16081,450790116081,2020-01-07,953
16081,450790116081,2020-01-08,945
16081,450790116081,2020-01-09,983
16081,450790116081,2020-01-10,1097
16081,450790116081,2020-01-11,1122
16081,450790116081,2020-01-12,694
16081,160819601002,2020-01-06,361
16081,160819601002,2020-01-07,312
16081,160819601002,2020-01-08,370
16081,160819601002,2020-01-09,392
16081,160819601002,2020-01-10,403
16081,160819601002,2020-01-11,299
16081,160819601002,2020-01-12,161
16081,484391216081,2020-01-06,115
16081,484391216081,2020-01-07,97
16081,484391216081,2020-01-08,121
16081,484391216081,2020-01-09,121
16081,484391216081,2020-01-10,138
16081,484391216081,2020-01-11,107
16081,484391216081,2020-01-12,61
16081,170978616081,2020-01-06,68
16081,170978616081,2020-01-07,102
16081,170978616081,2020-01-08,124
16081,170978616081,2020-01-09,111
16081,170978616081,2020-01-10,119
16081,170978616081,2020-01-11,15
16081,170978616081,2020-01-12,13
16081,483810216081,2020-01-06,488
16081,483810216081,2020-01-07,690
16081,483810216081,2020-01-08,780
16081,483810216081,2020-01-09,915
16081,483810216081,2020-01-10,826
16081,483810216081,2020-01-11,523
16081,483810216081,2020-01-12,611
16081,60855116081,2020-01-06,995
16081,60855116081,2020-01-07,970
16081,60855116081,2020-01-08,1076
16081,60855116081,2020-01-09,979
16081,60855116081,2020-01-10,906
16081,60855116081,2020-01-11,277
16081,60855116081,2020-01-12,276
16081,131390016081,2020-01-06,1082
16081,131390016081,2020-01-07,1056
16081,131390016081,2020-01-08,1225
16081,131390016081,2020-01-09,1148
16081,131390016081,2020-01-10,1351
16081,131390016081,2020-01-11,837
16081,131390016081,2020-01-12,819
16081,120570116081,2020-01-06,22
16081,120570116081,2020-01-07,474
16081,120570116081,2020-01-08,443
16081,120570116081,2020-01-09,423
16081,120570116081,2020-01-10,437
16081,120570116081,2020-01-11,13
16081,120570116081,2020-01-12,8
16081,480291316081,2020-01-06,321
16081,480291316081,2020-01-07,363
16081,480291316081,2020-01-08,419
16081,480291316081,2020-01-09,409
16081,480291316081,2020-01-10,431
16081,480291316081,2020-01-11,301
16081,480291316081,2020-01-12,420
16081,170318016081,2020-01-06,1501
16081,170318016081,2020-01-07,1540
16081,170318016081,2020-01-08,1497
16081,170318016081,2020-01-09,1533
16081,170318016081,2020-01-10,1749
16081,170318016081,2020-01-11,1544
16081,170318016081,2020-01-12,1467
16081,160819601004,2020-01-06,109
16081,160819601004,2020-01-07,133
16081,160819601004,2020-01-08,139
16081,160819601004,2020-01-09,146
16081,160819601004,2020-01-10,151
16081,160819601004,2020-01-11,124
16081,160819601004,2020-01-12,95
16081,160819601003,2020-01-06,116
16081,160819601003,2020-01-07,104
16081,160819601003,2020-01-08,116
16081,160819601003,2020-01-09,120
16081,160819601003,2020-01-10,142
16081,160819601003,2020-01-11,106
16081,160819601003,2020-01-12,25
16081,471130016081,2020-01-06,137
16081,471130016081,2020-01-07,130
16081,471130016081,2020-01-08,239
16081,471130016081,2020-01-09,150
16081,471130016081,2020-01-10,214
16081,471130016081,2020-01-11,73
16081,471130016081,2020-01-12,226
16081,60816081001,2020-01-06,42
16081,60816081001,2020-01-07,41
16081,60816081001,2020-01-08,56
16081,60816081001,2020-01-09,58
16081,60816081001,2020-01-10,61
16081,60816081001,2020-01-11,61
16081,60816081001,2020-01-12,51
16081,420912016081,2020-01-06,78
16081,420912016081,2020-01-07,73
16081,420912016081,2020-01-08,83
16081,420912016081,2020-01-09,79
16081,420912016081,2020-01-10,94
16081,420912016081,2020-01-11,87
16081,420912016081,2020-01-12,58
16081,340155016081,2020-01-06,288
16081,340155016081,2020-01-07,283
16081,340155016081,2020-01-08,279
16081,340155016081,2020-01-09,323
16081,340155016081,2020-01-10,419
16081,340155016081,2020-01-11,569
16081,340155016081,2020-01-12,500
16081,160819601001,2020-01-06,20
16081,160819601001,2020-01-07,20
