county_id,cbg,date,count
17147,171479547002,2020-01-06,148
17147,171479547002,2020-01-07,162
17147,171479547002,2020-01-08,142
17147,171479547002,2020-01-09,180
17147,171479547002,2020-01-10,164
17147,171479547002,2020-01-11,221
17147,171479547002,2020-01-12,88
17147,391517147012,2020-01-06,95
17147,391517147012,2020-01-07,85
17147,391517147012,2020-01-08,82
17147,391517147012,2020-01-09,116
17147,391517147012,2020-01-10,105
17147,391517147012,2020-01-11,109
17147,391517147012,2020-01-12,75
17147,171479546001,2020-01-06,301
17147,171479546001,2020-01-07,334
17147,171479546001,2020-01-08,387
17147,171479546001,2020-01-09,379
17147,171479546001,2020-01-10,337
17147,171479546001,2020-01-11,274
17147,171479546001,2020-01-12,181
17147,171479545002,2020-01-06,47
17147,171479545002,2020-01-07,105
17147,171479545002,2020-01-08,50
17147,171479545002,2020-01-09,38
17147,171479545002,2020-01-10,42
17147,171479545002,2020-01-11,23
17147,171479545002,2020-01-12,3
17147,171479546003,2020-01-06,152
17147,171479546003,2020-01-07,150
17147,171479546003,2020-01-08,144
17147,171479546003,2020-01-09,169
17147,171479546003,2020-01-10,151
17147,171479546003,2020-01-11,116
17147,171479546003,2020-01-12,101
17147,391517147013,2020-01-06,50
17147,391517147013,2020-01-07,66
17147,391517147013,2020-01-08,65
17147,391517147013,2020-01-09,44
17147,391517147013,2020-01-10,48
17147,391517147013,2020-01-11,54
17147,391517147013,2020-01-12,27
17147,171479548003,2020-01-06,91
17147,171479548003,2020-01-07,176
17147,171479548003,2020-01-08,133
17147,171479548003,2020-01-09,200
17147,171479548003,2020-01-10,245
17147,171479548003,2020-01-11,35
17147,171479548003,2020-01-12,28
17147,171479545001,2020-01-06,37
17147,171479545001,2020-01-07,38
17147,171479545001,2020-01-08,37
17147,171479545001,2020-01-09,43
17147,171479545001,2020-01-10,68
17147,171479545001,2020-01-11,52
17147,171479545001,2020-01-12,34
17147,171479546004,2020-01-06,350
17147,171479546004,2020-01-07,363
17147,171479546004,2020-01-08,350
17147,171479546004,2020-01-09,420
17147,171479546004,2020-01-10,431
17147,171479546004,2020-01-11,309
17147,171479546004,2020-01-12,198
17147,391517147011,2020-01-06,168
17147,391517147011,2020-01-07,181
17147,391517147011,2020-01-08,165
17147,391517147011,2020-01-09,187
17147,391517147011,2020-01-10,171
17147,391517147011,2020-01-11,45
17147,391517147011,2020-01-12,31
17147,171479548002,2020-01-06,41
17147,171479548002,2020-01-07,50
17147,171479548002,2020-01-08,69
17147,171479548002,2020-01-09,55
17147,171479548002,2020-01-10,76
17147,171479548002,2020-01-11,51
17147,171479548002,2020-01-12,45
17147,171479547004,2020-01-06,49
17147,171479547004,2020-01-07,74
17147,171479547004,2020-01-08,95
17147,171479547004,2020-01-09,63
17147,171479547004,2020-01-10,57
17147,171479547004,2020-01-11,42
17147,171479547004,2020-01-12,57
17147,171479547003,2020-01-06,16
17147,171479547003,2020-01-07,13
17147,171479547003,2020-01-08,17
17147,171479547003,2020-01-09,16
17147,171479547003,2020-01-10,27
17147,171479547003,2020-01-11,15
17147,171479547003,2020-01-12,9
17147,171479548001,2020-01-06,15
17147,171479548001,2020-01-07,14
17147,171479548001,2020-01-08,22
17147,171479548001,2020-01-09,16
17147,171479548001,2020-01-10,20
17147,171479548001,2020-01-11,15
