county_id,cbg,date,count
30053,300530005003,2020-01-06,3
30053,300530005003,2020-01-07,1
30053,300530005003,2020-01-08,10
30053,300530005003,2020-01-09,9
30053,300530005003,2020-01-10,10
30053,300530005003,2020-01-11,8
30053,300530005003,2020-01-12,5
30053,201730053001,2020-01-06,226
30053,201730053001,2020-01-07,225
30053,201730053001,2020-01-08,236
30053,201730053001,2020-01-09,220
30053,201730053001,2020-01-10,300
30053,201730053001,2020-01-11,246
30053,201730053001,2020-01-12,177
30053,60730053003,2020-01-06,1673
30053,60730053003,2020-01-07,2048
30053,60730053003,2020-01-08,2207
30053,60730053003,2020-01-09,2241
30053,60730053003,2020-01-10,2279
30053,60730053003,2020-01-11,1573
30053,60730053003,2020-01-12,1161
30053,320030053491,2020-01-06,708
30053,320030053491,2020-01-07,769
30053,320030053491,2020-01-08,768
30053,320030053491,2020-01-09,771
30053,320030053491,2020-01-10,896
30053,320030053491,2020-01-11,528
30053,320030053491,2020-01-12,452
30053,11030053042,2020-01-06,430
30053,11030053042,2020-01-07,417
30053,11030053042,2020-01-08,328
30053,11030053042,2020-01-09,444
30053,11030053042,2020-01-10,371
30053,11030053042,2020-01-11,186
30053,11030053042,2020-01-12,253
30053,470930053022,2020-01-06,223
30053,470930053022,2020-01-07,218
30053,470930053022,2020-01-08,266
30053,470930053022,2020-01-09,225
30053,470930053022,2020-01-10,232
30053,470930053022,2020-01-11,259
30053,470930053022,2020-01-12,239
30053,60730053004,2020-01-06,187
30053,60730053004,2020-01-07,179
30053,60730053004,2020-01-08,207
30053,60730053004,2020-01-09,207
30053,60730053004,2020-01-10,213
30053,60730053004,2020-01-11,175
30053,60730053004,2020-01-12,140
30053,410530053003,2020-01-06,33
30053,410530053003,2020-01-07,46
30053,410530053003,2020-01-08,46
30053,410530053003,2020-01-09,35
30053,410530053003,2020-01-10,49
30053,410530053003,2020-01-11,27
30053,410530053003,2020-01-12,44
30053,320030053461,2020-01-06,3054
30053,320030053461,2020-01-07,3175
30053,320030053461,2020-01-08,3392
30053,320030053461,2020-01-09,3388
30053,320030053461,2020-01-10,3314
30053,320030053461,2020-01-11,1876
30053,320030053461,2020-01-12,1517
30053,470930053021,2020-01-06,190
30053,470930053021,2020-01-07,721
30053,470930053021,2020-01-08,628
30053,470930053021,2020-01-09,622
30053,470930053021,2020-01-10,569
30053,470930053021,2020-01-11,233
30053,470930053021,2020-01-12,112
30053,220730053021,2020-01-06,1820
30053,220730053021,2020-01-07,1767
30053,220730053021,2020-01-08,1813
30053,220730053021,2020-01-09,1847
30053,220730053021,2020-01-10,2338
30053,220730053021,2020-01-11,2262
30053,220730053021,2020-01-12,1718
30053,530330053012,2020-01-06,598
30053,530330053012,2020-01-07,617
30053,530330053012,2020-01-08,630
30053,530330053012,2020-01-09,645
30053,530330053012,2020-01-10,727
30053,530330053012,2020-01-11,655
30053,530330053012,2020-01-12,674
30053,220330053001,2020-01-06,112
30053,220330053001,2020-01-07,138
30053,220330053001,2020-01-08,145
30053,220330053001,2020-01-09,169
30053,220330053001,2020-01-10,95
30053,220330053001,2020-01-11,81
30053,220330053001,2020-01-12,137
30053,320030053171,2020-01-06,432
30053,320030053171,2020-01-07,521
30053,320030053171,2020-01-08,461
30053,320030053171,2020-01-09,422
30053,320030053171,2020-01-10,435
30053,320030053171,2020-01-11,392
30053,320030053171,2020-01-12,545
30053,320030053522,2020-01-06,423
30053,320030053522,2020-01-07,454
30053,320030053522,2020-01-08,399
30053,320030053522,2020-01-09,467
30053,320030053522,2020-01-10,476
30053,320030053522,2020-01-11,436
30053,320030053522,2020-01-12,320
30053,60730053002,2020-01-06,860
30053,60730053002,2020-01-07,1051
30053,60730053002,2020-01-08,1092
30053,60730053002,2020-01-09,1212
30053,60730053002,2020-01-10,1951
30053,60730053002,2020-01-11,2555
30053,60730053002,2020-01-12,1385
30053,481130053002,2020-01-06,12
30053,481130053002,2020-01-07,15
30053,481130053002,2020-01-08,14
30053,481130053002,2020-01-09,23
30053,481130053002,2020-01-10,9
30053,481130053002,2020-01-11,22
30053,481130053002,2020-01-12,13
30053,60650430053,2020-01-06,1337
30053,60650430053,2020-01-07,1347
30053,60650430053,2020-01-08,1409
30053,60650430053,2020-01-09,1275
30053,60650430053,2020-01-10,1566
30053,60650430053,2020-01-11,1593
30053,60650430053,2020-01-12,1710
30053,10730053023,2020-01-06,10
30053,10730053023,2020-01-07,16
30053,10730053023,2020-01-08,35
30053,10730053023,2020-01-09,16
30053,10730053023,2020-01-10,27
30053,10730053023,2020-01-11,11
30053,10730053023,2020-01-12,58
30053,60971530053,2020-01-06,86
30053,60971530053,2020-01-07,114
30053,60971530053,2020-01-08,96
30053,60971530053,2020-01-09,100
30053,60971530053,2020-01-10,101
30053,60971530053,2020-01-11,56
30053,60971530053,2020-01-12,54
30053,60730053001,2020-01-06,1447
30053,60730053001,2020-01-07,1579
30053,60730053001,2020-01-08,1738
30053,60730053001,2020-01-09,1781
30053,60730053001,2020-01-10,2113
30053,60730053001,2020-01-11,1301
30053,60730053001,2020-01-12,861
30053,320030053172,2020-01-06,130
30053,320030053172,2020-01-07,135
30053,320030053172,2020-01-08,113
30053,320030053172,2020-01-09,143
30053,320030053172,2020-01-10,127
30053,320030053172,2020-01-11,72
30053,320030053172,2020-01-12,47
30053,320030053153,2020-01-06,886
30053,320030053153,2020-01-07,869
30053,320030053153,2020-01-08,940
30053,320030053153,2020-01-09,959
30053,320030053153,2020-01-10,983
30053,320030053153,2020-01-11,837
30053,320030053153,2020-01-12,708
30053,340230053002,2020-01-06,324
30053,340230053002,2020-01-07,338
30053,340230053002,2020-01-08,356
30053,340230053002,2020-01-09,339
30053,340230053002,2020-01-10,363
30053,340230053002,2020-01-11,287
30053,340230053002,2020-01-12,273
30053,401430053001,2020-01-06,98
30053,401430053001,2020-01-07,106
30053,401430053001,2020-01-08,123
30053,401430053001,2020-01-09,80
30053,401430053001,2020-01-10,112
30053,401430053001,2020-01-11,82
30053,401430053001,2020-01-12,84
30053,320030053532,2020-01-06,162
30053,320030053532,2020-01-07,150
30053,320030053532,2020-01-08,169
30053,320030053532,2020-01-09,169
30053,320030053532,2020-01-10,172
30053,320030053532,2020-01-11,149
30053,320030053532,2020-01-12,120
30053,320030053482,2020-01-06,281
30053,320030053482,2020-01-07,298
30053,320030053482,2020-01-08,305
30053,320030053482,2020-01-09,310
30053,320030053482,2020-01-10,345
30053,320030053482,2020-01-11,264
30053,320030053482,2020-01-12,152
30053,220730053012,2020-01-06,654
30053,220730053012,2020-01-07,625
30053,220730053012,2020-01-08,678
30053,220730053012,2020-01-09,656
