county_id,cbg,date,count
30097,150030097031,2020-01-06,1100
30097,150030097031,2020-01-07,1220
30097,150030097031,2020-01-08,1141
30097,150030097031,2020-01-09,1162
30097,150030097031,2020-01-10,1228
30097,150030097031,2020-01-11,1064
30097,150030097031,2020-01-12,1033
30097,60730097042,2020-01-06,22
30097,60730097042,2020-01-07,24
30097,60730097042,2020-01-08,22
30097,60730097042,2020-01-09,23
30097,60730097042,2020-01-10,23
30097,60730097042,2020-01-11,27
30097,60730097042,2020-01-12,27
30097,150030097012,2020-01-06,197
30097,150030097012,2020-01-07,248
30097,150030097012,2020-01-08,262
30097,150030097012,2020-01-09,292
30097,150030097012,2020-01-10,363
30097,150030097012,2020-01-11,231
30097,150030097012,2020-01-12,193
30097,530330097011,2020-01-06,55
30097,530330097011,2020-01-07,49
30097,530330097011,2020-01-08,53
30097,530330097011,2020-01-09,57
30097,530330097011,2020-01-10,69
30097,530330097011,2020-01-11,85
30097,530330097011,2020-01-12,40
30097,530330097025,2020-01-06,3
30097,530330097025,2020-01-07,9
30097,530330097025,2020-01-08,3
30097,530330097025,2020-01-09,5
30097,530330097025,2020-01-10,5
30097,530330097025,2020-01-11,6
30097,530330097025,2020-01-12,5
30097,530330097021,2020-01-06,100
30097,530330097021,2020-01-07,94
30097,530330097021,2020-01-08,93
30097,530330097021,2020-01-09,96
30097,530330097021,2020-01-10,105
30097,530330097021,2020-01-11,19
30097,530330097021,2020-01-12,15
30097,60730097063,2020-01-06,92
30097,60730097063,2020-01-07,76
30097,60730097063,2020-01-08,84
30097,60730097063,2020-01-09,95
30097,60730097063,2020-01-10,89
30097,60730097063,2020-01-11,45
30097,60730097063,2020-01-12,30
30097,60730097065,2020-01-06,712
30097,60730097065,2020-01-07,737
30097,60730097065,2020-01-08,888
30097,60730097065,2020-01-09,745
30097,60730097065,2020-01-10,725
30097,60730097065,2020-01-11,66
30097,60730097065,2020-01-12,47
30097,481130097012,2020-01-06,391
30097,481130097012,2020-01-07,436
30097,481130097012,2020-01-08,409
30097,481130097012,2020-01-09,446
30097,481130097012,2020-01-10,374
30097,481130097012,2020-01-11,199
30097,481130097012,2020-01-12,156
30097,201730097003,2020-01-06,35
30097,201730097003,2020-01-07,53
30097,201730097003,2020-01-08,61
30097,201730097003,2020-01-09,48
30097,201730097003,2020-01-10,50
30097,201730097003,2020-01-11,1
30097,201730097003,2020-01-12,10
30097,60730097053,2020-01-06,81
30097,60730097053,2020-01-07,89
30097,60730097053,2020-01-08,93
30097,60730097053,2020-01-09,106
30097,60730097053,2020-01-10,122
30097,60730097053,2020-01-11,93
30097,60730097053,2020-01-12,101
30097,60730097067,2020-01-06,54
30097,60730097067,2020-01-07,44
30097,60730097067,2020-01-08,54
30097,60730097067,2020-01-09,38
30097,60730097067,2020-01-10,35
30097,60730097067,2020-01-11,49
30097,60730097067,2020-01-12,62
30097,150030097011,2020-01-06,22
30097,150030097011,2020-01-07,67
30097,150030097011,2020-01-08,42
30097,150030097011,2020-01-09,70
30097,150030097011,2020-01-10,49
30097,150030097011,2020-01-11,12
30097,150030097011,2020-01-12,19
30097,60730097033,2020-01-06,111
30097,60730097033,2020-01-07,126
30097,60730097033,2020-01-08,135
