county_id,cbg,date,count
30027,481130027022,2020-01-06,75
30027,481130027022,2020-01-07,90
30027,481130027022,2020-01-08,113
30027,481130027022,2020-01-09,112
30027,481130027022,2020-01-10,120
30027,481130027022,2020-01-11,98
30027,481130027022,2020-01-12,68
30027,10730027001,2020-01-06,5681
30027,10730027001,2020-01-07,6121
30027,10730027001,2020-01-08,6272
30027,10730027001,2020-01-09,6387
30027,10730027001,2020-01-10,6367
30027,10730027001,2020-01-11,2906
30027,10730027001,2020-01-12,2147
30027,100030027002,2020-01-06,43
30027,100030027002,2020-01-07,75
30027,100030027002,2020-01-08,52
30027,100030027002,2020-01-09,71
30027,100030027002,2020-01-10,77
30027,100030027002,2020-01-11,55
30027,100030027002,2020-01-12,63
30027,191130027002,2020-01-06,1603
30027,191130027002,2020-01-07,1571
30027,191130027002,2020-01-08,1709
30027,191130027002,2020-01-09,1663
30027,191130027002,2020-01-10,1511
30027,191130027002,2020-01-11,607
30027,191130027002,2020-01-12,632
30027,390230027023,2020-01-06,63
30027,390230027023,2020-01-07,54
30027,390230027023,2020-01-08,60
30027,390230027023,2020-01-09,83
30027,390230027023,2020-01-10,98
30027,390230027023,2020-01-11,84
30027,390230027023,2020-01-12,52
30027,60830027062,2020-01-06,23
30027,60830027062,2020-01-07,34
30027,60830027062,2020-01-08,28
30027,60830027062,2020-01-09,33
30027,60830027062,2020-01-10,30
30027,60830027062,2020-01-11,24
30027,60830027062,2020-01-12,32
30027,201730027002,2020-01-06,248
30027,201730027002,2020-01-07,248
30027,201730027002,2020-01-08,268
30027,201730027002,2020-01-09,276
30027,201730027002,2020-01-10,313
30027,201730027002,2020-01-11,375
30027,201730027002,2020-01-12,230
30027,60830027021,2020-01-06,115
30027,60830027021,2020-01-07,112
30027,60830027021,2020-01-08,133
30027,60830027021,2020-01-09,104
30027,60830027021,2020-01-10,163
30027,60830027021,2020-01-11,132
30027,60830027021,2020-01-12,106
30027,60730027102,2020-01-06,75
30027,60730027102,2020-01-07,53
30027,60730027102,2020-01-08,55
30027,60730027102,2020-01-09,57
30027,60730027102,2020-01-10,68
30027,60730027102,2020-01-11,55
30027,60730027102,2020-01-12,61
30027,530330027001,2020-01-06,40
30027,530330027001,2020-01-07,48
30027,530330027001,2020-01-08,62
30027,530330027001,2020-01-09,41
30027,530330027001,2020-01-10,67
30027,530330027001,2020-01-11,54
30027,530330027001,2020-01-12,48
30027,171430027011,2020-01-06,51
30027,171430027011,2020-01-07,48
30027,171430027011,2020-01-08,80
30027,171430027011,2020-01-09,79
30027,171430027011,2020-01-10,54
30027,171430027011,2020-01-11,55
30027,171430027011,2020-01-12,39
30027,10730027003,2020-01-06,1395
30027,10730027003,2020-01-07,1470
